h,e,a,d,i,n,g,_,r,o,w
"['EUW1_6955721148', 4, 29, 8, 1, 0, 0, 0, 2, 1, 376, 125, 26310, 31934, 25457, 3, 41, 3, 1, 0, 0, 0, 2, 359, 98, 22942, 29560, 21302, 1]"
"['EUW1_6955695421', 6, 35, 10, 1, 0, 1, 0, 12, 1, 347, 107, 27969, 29795, 33624, 3, 96, 15, 1, 0, 0, 0, 2, 329, 100, 28351, 31290, 38569, 1]"
"['EUW1_6955673133', 4, 32, 7, 0, 0, 0, 0, 8, 0, 362, 70, 24875, 28431, 27726, 5, 71, 6, 1, 0, 1, 0, 1, 374, 70, 24766, 27331, 30482, 0]"
"['EUW1_6954777188', 4, 30, 13, 0, 0, 0, 0, 11, 0, 338, 90, 26951, 29123, 36258, 5, 232, 18, 2, 0, 2, 0, 1, 386, 86, 31390, 30390, 38683, 0]"
"['EUW1_6954737426', 8, 34, 9, 2, 0, 0, 0, 13, 1, 405, 100, 27989, 31474, 29785, 3, 23, 10, 0, 1, 0, 0, 3, 403, 93, 26968, 32437, 30116, 1]"
"['EUW1_6954710535', 5, 27, 12, 1, 0, 0, 0, 15, 1, 358, 76, 27980, 29424, 27987, 4, 38, 15, 0, 0, 2, 0, 1, 420, 112, 32209, 32505, 34071, 0]"
"['EUW1_6954677275', 4, 23, 7, 1, 1, 1, 0, 10, 0, 404, 81, 25965, 31161, 24698, 2, 37, 6, 1, 0, 0, 0, 3, 420, 133, 26402, 32571, 27003, 0]"
"['EUW1_6953488895', 3, 39, 3, 1, 0, 0, 0, 12, 0, 375, 87, 23254, 29560, 23779, 4, 30, 15, 1, 0, 3, 0, 1, 411, 110, 31656, 33718, 29771, 0]"
"['EUW1_6953478899', 5, 44, 8, 1, 0, 0, 0, 7, 1, 398, 94, 26860, 30922, 23496, 4, 25, 1, 0, 0, 1, 0, 4, 394, 82, 23472, 28253, 21496, 1]"
"['EUW1_6953460308', 6, 31, 7, 1, 1, 0, 0, 7, 1, 396, 107, 26620, 29660, 23590, 4, 41, 7, 1, 0, 0, 0, 6, 352, 82, 24510, 29551, 21211, 1]"
"['EUW1_6953409170', 7, 32, 18, 0, 0, 1, 0, 14, 1, 364, 82, 31496, 32179, 33995, 3, 24, 13, 1, 0, 2, 0, 1, 366, 108, 27427, 29646, 34970, 0]"
"['EUW1_6953392441', 3, 28, 11, 1, 0, 0, 0, 4, 0, 361, 80, 25626, 30344, 30386, 6, 45, 8, 1, 0, 0, 0, 0, 404, 80, 26311, 29870, 31814, 1]"
"['EUW1_6953155886', 1, 19, 8, 0, 0, 0, 0, 16, 1, 303, 102, 24083, 27696, 28864, 5, 45, 22, 2, 0, 3, 0, 0, 384, 89, 32236, 32943, 40812, 0]"
"['EUW1_6952239461', 1, 24, 13, 0, 0, 1, 0, 8, 0, 329, 76, 28054, 29251, 37693, 5, 33, 20, 2, 0, 2, 0, 4, 348, 94, 30394, 29965, 37233, 0]"
"['EUW1_6952226003', 3, 40, 10, 0, 0, 0, 0, 14, 0, 310, 82, 26009, 29284, 25288, 5, 31, 25, 1, 1, 3, 0, 0, 415, 80, 34690, 32435, 47573, 0]"
"['EUW1_6952215084', 3, 29, 8, 0, 0, 0, 0, 6, 0, 400, 84, 25309, 30539, 23646, 3, 54, 5, 1, 0, 0, 0, 1, 405, 98, 24725, 30969, 26179, 1]"
